DriverNumber,BroadcastName,Abbreviation,TeamName,GridPosition,Position,Points,Status,Q1,Q2,Q3,Season,Round,EventName,DidFinish,Podium,Win,RecentAvgFinish,RecentAvgGrid,RecentAvgPoints,RecentDNFRate,TeamRecentAvgPoints,TrackHistoryAvgFinish
81,O PIASTRI,PIA,McLaren,3.0,3.0,15.0,Finished,,,,2025,3,Japanese Grand Prix,1,1,0,5.0,1.5,13.5,0.0,17.6,
63,G RUSSELL,RUS,Mercedes,5.0,5.0,10.0,Finished,,,,2025,3,Japanese Grand Prix,1,0,0,3.0,3.0,15.0,0.0,11.6,
55,C SAINZ,SAI,Williams,15.0,14.0,0.0,Finished,,,,2025,3,Japanese Grand Prix,1,0,0,14.0,12.5,0.5,0.5,3.8,
18,L STROLL,STR,Aston Martin,20.0,20.0,0.0,Lapped,,,,2025,3,Japanese Grand Prix,1,0,0,7.5,13.5,5.0,0.0,2.0,
22,Y TSUNODA,TSU,Red Bull Racing,14.0,12.0,0.0,Finished,,,,2025,3,Japanese Grand Prix,1,0,0,14.0,7.0,0.0,0.0,7.5,
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,,,,2025,3,Japanese Grand Prix,1,1,1,3.0,3.5,15.0,0.0,6.0,
23,A ALBON,ALB,Williams,15.0,12.0,0.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,7.0,8.333333333333334,6.0,0.0,3.1666666666666665,
14,F ALONSO,ALO,Aston Martin,13.0,15.0,0.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,15.0,12.333333333333334,0.0,0.6666666666666666,1.6666666666666667,
12,K ANTONELLI,ANT,Mercedes,5.0,11.0,0.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,5.333333333333333,10.0,9.333333333333334,0.0,11.333333333333334,
87,O BEARMAN,BEA,Haas F1 Team,20.0,10.0,1.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,10.666666666666666,15.666666666666666,1.6666666666666667,0.0,2.5,
5,G BORTOLETO,BOR,Kick Sauber,18.0,18.0,0.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,16.333333333333332,17.0,0.0,0.3333333333333333,1.0,
7,J DOOHAN,DOO,Alpine,11.0,14.0,0.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,15.666666666666666,17.0,0.0,0.3333333333333333,0.0,
10,P GASLY,GAS,Alpine,4.0,7.0,6.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,14.666666666666666,12.0,0.0,0.3333333333333333,0.0,
6,I HADJAR,HAD,Racing Bulls,12.0,13.0,0.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,13.0,8.333333333333334,1.3333333333333333,0.3333333333333333,0.6666666666666666,
44,L HAMILTON,HAM,Ferrari,9.0,5.0,10.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,12.0,7.0,2.3333333333333335,0.3333333333333333,3.8333333333333335,
27,N HULKENBERG,HUL,Kick Sauber,16.0,20.0,0.0,Disqualified,,,,2025,4,Bahrain Grand Prix,0,0,0,12.666666666666666,15.0,2.0,0.0,0.8571428571428571,
30,L LAWSON,LAW,Racing Bulls,17.0,16.0,0.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,14.666666666666666,17.0,0.0,0.3333333333333333,0.5714285714285714,
16,C LECLERC,LEC,Ferrari,2.0,4.0,12.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,10.0,5.666666666666667,5.333333333333333,0.3333333333333333,4.714285714285714,
4,L NORRIS,NOR,McLaren,6.0,3.0,15.0,Finished,,,,2025,4,Bahrain Grand Prix,1,1,0,1.6666666666666667,2.0,20.333333333333332,0.0,17.166666666666668,
31,E OCON,OCO,Haas F1 Team,14.0,8.0,4.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,12.0,16.0,3.3333333333333335,0.0,2.2857142857142856,
81,O PIASTRI,PIA,McLaren,1.0,1.0,25.0,Finished,,,,2025,4,Bahrain Grand Prix,1,1,1,4.333333333333333,2.0,14.0,0.0,16.857142857142858,
63,G RUSSELL,RUS,Mercedes,3.0,2.0,18.0,Finished,,,,2025,4,Bahrain Grand Prix,1,1,0,3.6666666666666665,3.6666666666666665,13.333333333333334,0.0,9.714285714285714,
55,C SAINZ,SAI,Williams,8.0,19.0,0.0,Retired,,,,2025,4,Bahrain Grand Prix,0,0,0,14.0,13.333333333333334,0.3333333333333333,0.3333333333333333,2.7142857142857144,
18,L STROLL,STR,Aston Martin,19.0,17.0,0.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,11.666666666666666,15.666666666666666,3.3333333333333335,0.0,1.4285714285714286,
22,Y TSUNODA,TSU,Red Bull Racing,10.0,9.0,2.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,13.333333333333334,9.333333333333334,0.0,0.0,9.166666666666666,
1,M VERSTAPPEN,VER,Red Bull Racing,7.0,6.0,8.0,Finished,,,,2025,4,Bahrain Grand Prix,1,0,0,2.3333333333333335,2.6666666666666665,18.333333333333332,0.0,8.142857142857142,
23,A ALBON,ALB,Williams,11.0,9.0,2.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,8.25,10.0,4.5,0.0,2.375,
14,F ALONSO,ALO,Aston Martin,13.0,11.0,0.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,15.0,12.5,0.0,0.5,1.25,
12,K ANTONELLI,ANT,Mercedes,5.0,6.0,8.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,6.75,8.75,7.0,0.0,10.75,
87,O BEARMAN,BEA,Haas F1 Team,15.0,13.0,0.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,10.5,16.75,1.5,0.0,2.5,
5,G BORTOLETO,BOR,Kick Sauber,20.0,18.0,0.0,Lapped,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,16.75,17.25,0.0,0.25,0.75,
7,J DOOHAN,DOO,Alpine,17.0,17.0,0.0,Lapped,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,15.25,15.5,0.0,0.25,0.75,
10,P GASLY,GAS,Alpine,9.0,20.0,0.0,Retired,,,,2025,5,Saudi Arabian Grand Prix,0,0,0,12.75,10.0,1.5,0.25,0.6666666666666666,
6,I HADJAR,HAD,Racing Bulls,14.0,10.0,1.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,13.0,9.25,1.0,0.25,0.5,
44,L HAMILTON,HAM,Ferrari,7.0,7.0,6.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,10.25,7.5,4.25,0.25,5.625,
27,N HULKENBERG,HUL,Kick Sauber,18.0,15.0,0.0,Lapped,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,14.5,15.25,1.5,0.25,0.6666666666666666,
30,L LAWSON,LAW,Racing Bulls,12.0,12.0,0.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,15.0,17.0,0.0,0.25,0.5555555555555556,
16,C LECLERC,LEC,Ferrari,4.0,3.0,15.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,1,0,8.5,4.75,7.0,0.25,5.666666666666667,
4,L NORRIS,NOR,McLaren,10.0,4.0,12.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,2.0,3.0,19.0,0.0,17.875,
31,E OCON,OCO,Haas F1 Team,19.0,14.0,0.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,11.0,15.5,3.5,0.0,2.2222222222222223,
81,O PIASTRI,PIA,McLaren,2.0,1.0,25.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,1,1,3.5,1.75,16.75,0.0,17.22222222222222,
63,G RUSSELL,RUS,Mercedes,3.0,5.0,10.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,3.25,3.5,14.5,0.0,10.444444444444445,
55,C SAINZ,SAI,Williams,6.0,8.0,4.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,15.25,12.0,0.25,0.5,2.3333333333333335,
18,L STROLL,STR,Aston Martin,16.0,16.0,0.0,Lapped,,,,2025,5,Saudi Arabian Grand Prix,1,0,0,13.0,16.5,2.5,0.0,1.1111111111111112,
22,Y TSUNODA,TSU,Red Bull Racing,8.0,19.0,0.0,Retired,,,,2025,5,Saudi Arabian Grand Prix,0,0,0,12.25,9.5,0.5,0.0,8.125,
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,2.0,18.0,Finished,,,,2025,5,Saudi Arabian Grand Prix,1,1,0,3.25,3.75,15.75,0.0,7.222222222222222,
23,A ALBON,ALB,Williams,7.0,5.0,10.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,8.4,10.2,4.0,0.0,2.5,
14,F ALONSO,ALO,Aston Martin,17.0,15.0,0.0,Lapped,,,,2025,6,Miami Grand Prix,1,0,0,14.2,12.6,0.0,0.4,1.0,
12,K ANTONELLI,ANT,Mercedes,3.0,6.0,8.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,6.6,8.0,7.2,0.0,10.4,
87,O BEARMAN,BEA,Haas F1 Team,19.0,19.0,0.0,Retired,,,,2025,6,Miami Grand Prix,0,0,0,11.0,16.4,1.2,0.0,2.0,
5,G BORTOLETO,BOR,Kick Sauber,13.0,18.0,0.0,Retired,,,,2025,6,Miami Grand Prix,0,0,0,17.0,17.8,0.0,0.2,0.6,
7,J DOOHAN,DOO,Alpine,14.0,20.0,0.0,Retired,,,,2025,6,Miami Grand Prix,0,0,0,15.6,15.8,0.0,0.2,0.6,
10,P GASLY,GAS,Alpine,20.0,13.0,0.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,14.2,9.8,1.2,0.4,0.6,
6,I HADJAR,HAD,Racing Bulls,11.0,11.0,0.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,12.4,10.2,1.0,0.2,0.5,
44,L HAMILTON,HAM,Ferrari,12.0,8.0,4.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,9.6,7.4,4.6,0.2,6.6,
27,N HULKENBERG,HUL,Kick Sauber,16.0,14.0,0.0,Lapped,,,,2025,6,Miami Grand Prix,1,0,0,14.6,15.8,1.2,0.2,0.6,
30,L LAWSON,LAW,Racing Bulls,15.0,17.0,0.0,Retired,,,,2025,6,Miami Grand Prix,0,0,0,14.4,16.0,0.0,0.2,0.5,
16,C LECLERC,LEC,Ferrari,8.0,7.0,6.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,7.4,4.6,8.6,0.2,6.9,
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,,,,2025,6,Miami Grand Prix,1,1,0,2.4,4.4,17.6,0.0,18.0,
31,E OCON,OCO,Haas F1 Team,9.0,12.0,0.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,11.6,16.2,2.8,0.0,2.0,
81,O PIASTRI,PIA,McLaren,4.0,1.0,25.0,Finished,,,,2025,6,Miami Grand Prix,1,1,1,3.0,1.8,18.4,0.0,17.3,
63,G RUSSELL,RUS,Mercedes,5.0,3.0,15.0,Finished,,,,2025,6,Miami Grand Prix,1,1,0,3.6,3.4,13.6,0.0,10.0,
55,C SAINZ,SAI,Williams,6.0,9.0,2.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,13.8,10.8,1.0,0.4,2.5,
18,L STROLL,STR,Aston Martin,18.0,16.0,0.0,Lapped,,,,2025,6,Miami Grand Prix,1,0,0,13.6,16.4,2.0,0.0,1.0,
22,Y TSUNODA,TSU,Red Bull Racing,10.0,10.0,1.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,13.6,9.2,0.4,0.2,8.3,
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,4.0,12.0,Finished,,,,2025,6,Miami Grand Prix,1,0,0,3.0,3.2,16.2,0.0,8.4,
23,A ALBON,ALB,Williams,7.0,5.0,10.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,8.4,10.4,4.0,0.0,2.7,
14,F ALONSO,ALO,Aston Martin,5.0,11.0,0.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,13.8,13.6,0.0,0.2,0.2,
12,K ANTONELLI,ANT,Mercedes,13.0,19.0,0.0,Retired,,,,2025,7,Emilia Romagna Grand Prix,0,0,0,7.0,5.4,6.4,0.0,10.0,
87,O BEARMAN,BEA,Haas F1 Team,19.0,17.0,0.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,12.0,16.2,1.2,0.2,2.0,
5,G BORTOLETO,BOR,Kick Sauber,14.0,18.0,0.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,17.4,17.4,0.0,0.2,0.0,
43,F COLAPINTO,COL,Alpine,16.0,16.0,0.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,,,,,0.6,
10,P GASLY,GAS,Alpine,10.0,13.0,0.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,14.6,12.0,1.2,0.4,0.6,
6,I HADJAR,HAD,Racing Bulls,9.0,9.0,2.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,10.6,10.2,1.0,0.0,0.5,
44,L HAMILTON,HAM,Ferrari,12.0,4.0,12.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,9.2,8.2,5.2,0.2,7.1,
27,N HULKENBERG,HUL,Kick Sauber,17.0,12.0,0.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,16.0,15.6,0.0,0.2,0.0,
30,L LAWSON,LAW,Racing Bulls,15.0,14.0,0.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,14.8,15.4,0.0,0.2,0.7,
16,C LECLERC,LEC,Ferrari,11.0,6.0,8.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,7.2,4.8,9.0,0.2,8.3,
4,L NORRIS,NOR,McLaren,4.0,2.0,18.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,1,0,2.6,4.6,16.2,0.0,19.6,
31,E OCON,OCO,Haas F1 Team,18.0,20.0,0.0,Retired,,,,2025,7,Emilia Romagna Grand Prix,0,0,0,11.4,14.2,2.8,0.0,1.6,
81,O PIASTRI,PIA,McLaren,1.0,3.0,15.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,1,0,1.4,2.2,23.0,0.0,19.6,
63,G RUSSELL,RUS,Mercedes,3.0,7.0,6.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,3.6,3.6,13.6,0.0,9.2,
55,C SAINZ,SAI,Williams,6.0,8.0,4.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,12.0,10.0,1.4,0.2,3.1,
18,L STROLL,STR,Aston Martin,8.0,15.0,0.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,15.6,17.4,0.4,0.0,0.2,
22,Y TSUNODA,TSU,Red Bull Racing,20.0,10.0,1.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,0,0,13.2,10.2,0.6,0.2,7.8,
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,1.0,25.0,Finished,,,,2025,7,Emilia Romagna Grand Prix,1,1,1,3.4,2.8,15.0,0.0,7.9,
23,A ALBON,ALB,Williams,10.0,9.0,2.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,8.0,9.8,4.8,0.0,3.4,
14,F ALONSO,ALO,Aston Martin,6.0,19.0,0.0,Retired,,,,2025,8,Monaco Grand Prix,0,0,0,12.6,12.0,0.0,0.0,0.0,
12,K ANTONELLI,ANT,Mercedes,15.0,18.0,0.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,9.6,6.4,4.8,0.2,8.3,
87,O BEARMAN,BEA,Haas F1 Team,20.0,12.0,0.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,13.8,16.6,0.4,0.2,0.6,
5,G BORTOLETO,BOR,Kick Sauber,16.0,14.0,0.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,18.2,16.4,0.0,0.2,0.0,
43,F COLAPINTO,COL,Alpine,18.0,13.0,0.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,16.0,16.0,0.0,0.0,0.6,
10,P GASLY,GAS,Alpine,17.0,20.0,0.0,Retired,,,,2025,8,Monaco Grand Prix,0,0,0,13.2,10.8,1.2,0.2,0.6,
6,I HADJAR,HAD,Racing Bulls,5.0,6.0,8.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,10.2,10.6,1.4,0.0,0.7,
44,L HAMILTON,HAM,Ferrari,7.0,5.0,10.0,Finished,,,,2025,8,Monaco Grand Prix,1,0,0,6.2,9.6,7.6,0.0,9.1,
27,N HULKENBERG,HUL,Kick Sauber,13.0,16.0,0.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,15.4,16.6,0.0,0.2,0.0,
30,L LAWSON,LAW,Racing Bulls,9.0,8.0,4.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,15.2,14.4,0.0,0.2,1.1,
16,C LECLERC,LEC,Ferrari,2.0,2.0,18.0,Finished,,,,2025,8,Monaco Grand Prix,1,1,0,4.8,5.8,10.6,0.0,9.5,
4,L NORRIS,NOR,McLaren,1.0,1.0,25.0,Finished,,,,2025,8,Monaco Grand Prix,1,1,1,2.6,4.8,16.2,0.0,18.6,
31,E OCON,OCO,Haas F1 Team,8.0,7.0,6.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,14.4,15.6,0.8,0.2,0.5,
81,O PIASTRI,PIA,McLaren,3.0,3.0,15.0,Finished,,,,2025,8,Monaco Grand Prix,1,1,0,1.8,2.2,21.0,0.0,19.3,
63,G RUSSELL,RUS,Mercedes,14.0,11.0,0.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,4.4,3.8,11.8,0.0,7.5,
55,C SAINZ,SAI,Williams,11.0,10.0,1.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,11.6,8.2,2.0,0.2,3.4,
18,L STROLL,STR,Aston Martin,19.0,15.0,0.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,16.8,16.2,0.0,0.0,0.0,
22,Y TSUNODA,TSU,Red Bull Racing,12.0,17.0,0.0,Lapped,,,,2025,8,Monaco Grand Prix,1,0,0,12.0,12.4,0.8,0.2,9.2,
1,M VERSTAPPEN,VER,Red Bull Racing,4.0,4.0,12.0,Finished,,,,2025,8,Monaco Grand Prix,1,0,0,2.8,2.4,17.6,0.0,9.2,
23,A ALBON,ALB,Williams,11.0,19.0,0.0,Retired,,,,2025,9,Spanish Grand Prix,0,0,0,8.0,10.0,4.8,0.0,3.5,
14,F ALONSO,ALO,Aston Martin,10.0,9.0,2.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,14.2,10.8,0.0,0.2,0.0,
12,K ANTONELLI,ANT,Mercedes,6.0,18.0,0.0,Retired,,,,2025,9,Spanish Grand Prix,0,0,0,12.0,8.2,3.2,0.2,6.5,
87,O BEARMAN,BEA,Haas F1 Team,14.0,17.0,0.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,14.2,18.6,0.2,0.2,1.1,
5,G BORTOLETO,BOR,Kick Sauber,12.0,12.0,0.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,17.2,16.2,0.0,0.2,0.0,
43,F COLAPINTO,COL,Alpine,18.0,15.0,0.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,14.5,17.0,0.0,0.0,0.6,
10,P GASLY,GAS,Alpine,8.0,8.0,4.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,14.6,12.0,1.2,0.4,0.6,
6,I HADJAR,HAD,Racing Bulls,9.0,7.0,6.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,9.8,10.2,2.2,0.0,1.5,
44,L HAMILTON,HAM,Ferrari,5.0,6.0,8.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,5.8,9.4,8.4,0.0,10.1,
27,N HULKENBERG,HUL,Kick Sauber,15.0,5.0,10.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,15.4,16.0,0.0,0.2,0.0,
30,L LAWSON,LAW,Racing Bulls,13.0,11.0,0.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,13.4,13.6,0.8,0.2,2.1,
16,C LECLERC,LEC,Ferrari,7.0,3.0,15.0,Finished,,,,2025,9,Spanish Grand Prix,1,1,0,4.4,5.4,11.8,0.0,9.9,
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,,,,2025,9,Spanish Grand Prix,1,1,0,2.4,4.6,17.6,0.0,19.3,
31,E OCON,OCO,Haas F1 Team,16.0,16.0,0.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,12.2,13.6,2.0,0.2,1.0,
81,O PIASTRI,PIA,McLaren,1.0,1.0,25.0,Finished,,,,2025,9,Spanish Grand Prix,1,1,1,1.8,2.2,21.0,0.0,19.6,
63,G RUSSELL,RUS,Mercedes,4.0,4.0,12.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,5.6,5.6,9.8,0.0,6.5,
55,C SAINZ,SAI,Williams,17.0,14.0,0.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,10.8,7.4,2.2,0.2,3.5,
22,Y TSUNODA,TSU,Red Bull Racing,19.0,13.0,0.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,13.0,12.0,0.8,0.2,7.9,
1,M VERSTAPPEN,VER,Red Bull Racing,3.0,10.0,1.0,Finished,,,,2025,9,Spanish Grand Prix,1,0,0,3.4,3.0,15.0,0.0,7.7,
23,A ALBON,ALB,Williams,9.0,20.0,0.0,Retired,,,,2025,10,Canadian Grand Prix,0,0,0,9.4,9.2,4.8,0.2,3.5,
14,F ALONSO,ALO,Aston Martin,6.0,7.0,6.0,Finished,,,,2025,10,Canadian Grand Prix,1,0,0,13.0,10.2,0.4,0.2,0.2,
12,K ANTONELLI,ANT,Mercedes,4.0,3.0,15.0,Finished,,,,2025,10,Canadian Grand Prix,1,1,0,13.4,8.4,3.2,0.4,5.9,
87,O BEARMAN,BEA,Haas F1 Team,13.0,11.0,0.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,15.6,17.4,0.0,0.2,0.6,
5,G BORTOLETO,BOR,Kick Sauber,15.0,14.0,0.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,16.0,15.0,0.0,0.2,1.0,
43,F COLAPINTO,COL,Alpine,10.0,13.0,0.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,14.666666666666666,17.333333333333332,0.0,0.0,0.4,
10,P GASLY,GAS,Alpine,20.0,15.0,0.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,14.8,12.8,0.8,0.4,0.4,
6,I HADJAR,HAD,Racing Bulls,12.0,16.0,0.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,8.6,9.6,3.4,0.0,2.1,
44,L HAMILTON,HAM,Ferrari,5.0,6.0,8.0,Finished,,,,2025,10,Canadian Grand Prix,1,0,0,6.0,8.6,8.0,0.0,10.2,
27,N HULKENBERG,HUL,Kick Sauber,11.0,8.0,4.0,Finished,,,,2025,10,Canadian Grand Prix,1,0,0,12.4,15.8,2.0,0.0,1.0,
30,L LAWSON,LAW,Racing Bulls,19.0,19.0,0.0,Retired,,,,2025,10,Canadian Grand Prix,0,0,0,12.4,12.8,0.8,0.2,2.0,
16,C LECLERC,LEC,Ferrari,8.0,5.0,10.0,Finished,,,,2025,10,Canadian Grand Prix,1,0,0,4.2,6.4,12.4,0.0,10.4,
4,L NORRIS,NOR,McLaren,7.0,18.0,0.0,Retired,,,,2025,10,Canadian Grand Prix,0,0,0,2.2,3.8,18.2,0.0,19.6,
31,E OCON,OCO,Haas F1 Team,14.0,9.0,2.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,13.8,14.0,1.2,0.2,0.6,
81,O PIASTRI,PIA,McLaren,3.0,4.0,12.0,Finished,,,,2025,10,Canadian Grand Prix,1,0,0,1.8,2.2,21.0,0.0,18.4,
63,G RUSSELL,RUS,Mercedes,1.0,1.0,25.0,Finished,,,,2025,10,Canadian Grand Prix,1,1,1,6.0,5.8,8.6,0.0,6.6,
55,C SAINZ,SAI,Williams,16.0,10.0,1.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,9.8,9.2,2.2,0.0,3.3,
18,L STROLL,STR,Aston Martin,17.0,17.0,0.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,15.8,16.0,0.0,0.0,0.8,
22,Y TSUNODA,TSU,Red Bull Racing,18.0,12.0,0.0,Lapped,,,,2025,10,Canadian Grand Prix,1,0,0,13.8,13.8,0.4,0.2,7.0,
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,2.0,18.0,Finished,,,,2025,10,Canadian Grand Prix,1,1,0,4.2,2.2,13.6,0.0,7.0,
23,A ALBON,ALB,Williams,12.0,17.0,0.0,Retired,,,,2025,11,Austrian Grand Prix,0,0,0,11.6,8.8,4.4,0.4,3.0,
14,F ALONSO,ALO,Aston Martin,11.0,7.0,6.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,12.2,8.8,1.6,0.2,0.8,
12,K ANTONELLI,ANT,Mercedes,9.0,19.0,0.0,Retired,,,,2025,11,Austrian Grand Prix,0,0,0,12.8,8.2,4.6,0.4,8.1,
87,O BEARMAN,BEA,Haas F1 Team,15.0,11.0,0.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,15.2,17.0,0.0,0.2,0.8,
5,G BORTOLETO,BOR,Kick Sauber,8.0,8.0,4.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,15.2,14.0,0.0,0.2,1.4,
43,F COLAPINTO,COL,Alpine,14.0,15.0,0.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,14.25,15.5,0.0,0.0,0.4,
10,P GASLY,GAS,Alpine,10.0,13.0,0.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,13.8,15.0,0.8,0.2,0.4,
6,I HADJAR,HAD,Racing Bulls,13.0,12.0,0.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,9.8,9.2,3.2,0.0,2.0,
44,L HAMILTON,HAM,Ferrari,4.0,4.0,12.0,Finished,,,,2025,11,Austrian Grand Prix,1,0,0,5.8,8.2,8.4,0.0,9.9,
27,N HULKENBERG,HUL,Kick Sauber,20.0,9.0,2.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,11.0,14.4,2.8,0.0,1.8,
30,L LAWSON,LAW,Racing Bulls,6.0,6.0,8.0,Finished,,,,2025,11,Austrian Grand Prix,1,0,0,13.8,14.2,0.8,0.4,2.0,
16,C LECLERC,LEC,Ferrari,2.0,3.0,15.0,Finished,,,,2025,11,Austrian Grand Prix,1,1,0,4.6,7.2,11.4,0.0,10.7,
4,L NORRIS,NOR,McLaren,1.0,1.0,25.0,Finished,,,,2025,11,Austrian Grand Prix,1,1,1,5.0,3.2,15.8,0.2,17.1,
31,E OCON,OCO,Haas F1 Team,17.0,10.0,1.0,Lapped,,,,2025,11,Austrian Grand Prix,1,0,0,12.8,13.0,1.6,0.2,0.8,
81,O PIASTRI,PIA,McLaren,3.0,2.0,18.0,Finished,,,,2025,11,Austrian Grand Prix,1,1,0,2.4,2.4,18.4,0.0,17.8,
63,G RUSSELL,RUS,Mercedes,5.0,5.0,10.0,Finished,,,,2025,11,Austrian Grand Prix,1,0,0,5.2,5.4,11.6,0.0,7.3,
55,C SAINZ,SAI,Williams,19.0,20.0,0.0,Did not start,,,,2025,11,Austrian Grand Prix,0,0,0,10.2,11.2,1.6,0.0,2.0,
